                                                            ZZGSES       1249125159937519332002402625                                                      20251128               
                                                            GSE  S       0832750106625012888001601750                                                      20260101
9999900000NON-METRO                                         GSE  S01700000832750106625012888001601750TX421TEXAS                     SHERMAN                2026010101700002025
4634000000TYLER, TX                                         GSE  S02850000832750106625012888001601750TX423TEXAS                     SMITH                  2026010102850002025
9999900000NON-METRO                                         GSE  S03330000832750106625012888001601750TX425TEXAS                     SOMERVELL              2026010103330002025
4010000000RIO GRANDE CITY-ROMA, TX                          GSE  S01600000832750106625012888001601750TX427TEXAS                     STARR                  2026010101670002024
9999900000NON-METRO                                         GSE  S01390000832750106625012888001601750TX429TEXAS                     STEPHENS               2026010101710002024
9999900000NON-METRO                                         GSE  S03510000832750106625012888001601750TX431TEXAS                     STERLING               2026010103510002025
9999900000NON-METRO                                         GSE  S00730000832750106625012888001601750TX433TEXAS                     STONEWALL              2026010101880002022
9999900000NON-METRO                                         GSE  S01630000832750106625012888001601750TX435TEXAS                     SUTTON                 2026010101630002025
9999900000NON-METRO                                         GSE  S00960000832750106625012888001601750TX437TEXAS                     SWISHER                2026010101290002023
1910023104DALLAS-FORT WORTH-ARLINGTON, TX                   GSE  S04790000832750106625012888001601750TX439TEXAS                     TARRANT                2026010104900002023
1018000000ABILENE, TX                                       GSE  S02360000832750106625012888001601750TX441TEXAS                     TAYLOR                 2026010102360002025
9999900000NON-METRO                                         GSE  S00870000832750106625012888001601750TX443TEXAS                     TERRELL                2026010101020002018
9999900000NON-METRO                                         GSE  S01490000832750106625012888001601750TX445TEXAS                     TERRY                  2026010101630002023
9999900000NON-METRO                                         GSE  S01110000832750106625012888001601750TX447TEXAS                     THROCKMORTON           2026010101790002022
3442000000MOUNT PLEASANT, TX                                GSE  S02270000832750106625012888001601750TX449TEXAS                     TITUS                  2026010102270002025
4166000000SAN ANGELO, TX                                    GSE  S02390000832750106625012888001601750TX451TEXAS                     TOM GREEN              2026010102510002024
1242000000AUSTIN-ROUND ROCK-SAN MARCOS, TX                  GSE  S04670000832750106625012888001601750TX453TEXAS                     TRAVIS                 2026010104970002022
9999900000NON-METRO                                         GSE  S01480000832750106625012888001601750TX455TEXAS                     TRINITY                2026010101480002025
9999900000NON-METRO                                         GSE  S01700000832750106625012888001601750TX457TEXAS                     TYLER                  2026010101700002024
3098000000LONGVIEW, TX                                      GSE  S02300000832750106625012888001601750TX459TEXAS                     UPSHUR                 2026010102300002025
9999900000NON-METRO                                         GSE  S01750000832750106625012888001601750TX461TEXAS                     UPTON                  2026010101750002025
4662000000UVALDE, TX                                        GSE  S02100000832750106625012888001601750TX463TEXAS                     UVALDE                 2026010102100002025
1962000000DEL RIO, TX                                       GSE  S02220000832750106625012888001601750TX465TEXAS                     VAL VERDE              2026010102220002025
9999900000NON-METRO                                         GSE  S02470000832750106625012888001601750TX467TEXAS                     VAN ZANDT              2026010102470002025
4702000000VICTORIA, TX                                      GSE  S02320000832750106625012888001601750TX469TEXAS                     VICTORIA               2026010102320002025
2666000000HUNTSVILLE, TX                                    GSE  S02370000832750106625012888001601750TX471TEXAS                     WALKER                 2026010102400002023
2642000000HOUSTON-PASADENA-THE WOODLANDS, TX                GSE  S03750000832750106625012888001601750TX473TEXAS                     WALLER                 2026010103820002023
9999900000NON-METRO                                         GSE  S02540000832750106625012888001601750TX475TEXAS                     WARD                   2026010102540002025
1478000000BRENHAM, TX                                       GSE  S02830000832750106625012888001601750TX477TEXAS                     WASHINGTON             2026010102930002023
2970000000LAREDO, TX                                        GSE  S02470000832750106625012888001601750TX479TEXAS                     WEBB                   2026010102470002025
2090000000EL CAMPO, TX                                      GSE  S02070000832750106625012888001601750TX481TEXAS                     WHARTON                2026010102080002022
9999900000NON-METRO                                         GSE  S01310000832750106625012888001601750TX483TEXAS                     WHEELER                2026010101480002024
4866000000WICHITA FALLS, TX                                 GSE  S02380000832750106625012888001601750TX485TEXAS                     WICHITA                2026010102380002025
4690000000VERNON, TX                                        GSE  S01280000832750106625012888001601750TX487TEXAS                     WILBARGER              2026010101280002025
3970000000RAYMONDVILLE, TX                                  GSE  S00970000832750106625012888001601750TX489TEXAS                     WILLACY                2026010100970002025
1242000000AUSTIN-ROUND ROCK-SAN MARCOS, TX                  GSE  S04670000832750106625012888001601750TX491TEXAS                     WILLIAMSON             2026010104970002022
4170000000SAN ANTONIO-NEW BRAUNFELS, TX                     GSE  S04690000832750106625012888001601750TX493TEXAS                     WILSON                 2026010104850002023
9999900000NON-METRO                                         GSE  S01850000832750106625012888001601750TX495TEXAS                     WINKLER                2026010101850002025
1910023104DALLAS-FORT WORTH-ARLINGTON, TX                   GSE  S04790000832750106625012888001601750TX497TEXAS                     WISE                   2026010104900002023
9999900000NON-METRO                                         GSE  S02300000832750106625012888001601750TX499TEXAS                     WOOD                   2026010102300002025
9999900000NON-METRO                                         GSE  S02130000832750106625012888001601750TX501TEXAS                     YOAKUM                 2026010102130002025
9999900000NON-METRO                                         GSE  S01820000832750106625012888001601750TX503TEXAS                     YOUNG                  2026010101900002024
4982000000ZAPATA, TX                                        GSE  S00900000832750106625012888001601750TX505TEXAS                     ZAPATA                 2026010100920002024
9999900000NON-METRO                                         GSE  S00940000832750106625012888001601750TX507TEXAS                     ZAVALA                 2026010100950002019
9999900000NON-METRO                                         GSE  S02890000832750106625012888001601750UT001UTAH                      BEAVER                 2026010102890002025
1494000000BRIGHAM CITY, UT-ID                               GSE  S04010000832750106625012888001601750UT003UTAH                      BOX ELDER              2026010106470002022
3086000000LOGAN, UT-ID                                      GSE  S04250000832750106625012888001601750UT005UTAH                      CACHE                  2026010104300002023
3922000000PRICE, UT                                         GSE  S02590000832750106625012888001601750UT007UTAH                      CARBON                 2026010102590002025
9999900000NON-METRO                                         GSE  S03230000832750106625012888001601750UT009UTAH                      DAGGETT                2026010103850002024
3626000000OGDEN, UT                                         GSE  S05200000832750106625012888001601750UT011UTAH                      DAVIS                  2026010106470002022
9999900000NON-METRO                                         GSE  S02970000832750106625012888001601750UT013UTAH                      DUCHESNE               2026010103080002024
9999900000NON-METRO                                         GSE  S02630000832750106625012888001601750UT015UTAH                      EMERY                  2026010102630002025
9999900000NON-METRO                                         GSE  S03810000832750106625012888001601750UT017UTAH                      GARFIELD               2026010103810002025
9999900000NON-METRO                                         GSE  H07300000839500107470012991001614450UT019UTAH                      GRAND                  2026010107300002025
1626000000CEDAR CITY, UT                                    GSE  S03700000832750106625012888001601750UT021UTAH                      IRON                   2026010103700002025
3934000000PROVO-OREM-LEHI, UT                               GSE  S05230000832750106625012888001601750UT023UTAH                      JUAB                   2026010105230002022
9999900000NON-METRO                                         GSE  S02500000832750106625012888001601750UT025UTAH                      KANE                   2026010102500002025
9999900000NON-METRO                                         GSE  S03040000832750106625012888001601750UT027UTAH                      MILLARD                2026010103320002024
3626000000OGDEN, UT                                         GSE  S05200000832750106625012888001601750UT029UTAH                      MORGAN                 2026010106470002022
9999900000NON-METRO                                         GSE  S03140000832750106625012888001601750UT031UTAH                      PIUTE                  2026010103190002023
2174000000EVANSTON, WY-UT                                   GSE  S04330000832750106625012888001601750UT033UTAH                      RICH                   2026010105040002023
4162000000SALT LAKE CITY-MURRAY, UT                         GSE  S05540000832750106625012888001601750UT035UTAH                      SALT LAKE              2026010105540002025
9999900000NON-METRO                                         GSE  S02540000832750106625012888001601750UT037UTAH                      SAN JUAN               2026010102570002024
9999900000NON-METRO                                         GSE  S03480000832750106625012888001601750UT039UTAH                      SANPETE                2026010103490002023
9999900000NON-METRO                                         GSE  S03150000832750106625012888001601750UT041UTAH                      SEVIER                 2026010103150002025
2572000000HEBER, UT                                         GSE  H10000001150000147225017796002211600UT043UTAH                      SUMMIT                 2026010110000002025
4162000000SALT LAKE CITY-MURRAY, UT                         GSE  S05540000832750106625012888001601750UT045UTAH                      TOOELE                 2026010105540002025
4686000000VERNAL, UT                                        GSE  S04250000832750106625012888001601750UT047UTAH                      UINTAH                 2026010104250002025
3934000000PROVO-OREM-LEHI, UT                               GSE  S05230000832750106625012888001601750UT049UTAH                      UTAH                   2026010105230002022
2572000000HEBER, UT                                         GSE  H10000001150000147225017796002211600UT051UTAH                      WASATCH                2026010110000002025
4110000000ST. GEORGE, UT                                    GSE  S05280000832750106625012888001601750UT053UTAH                      WASHINGTON             2026010105280002025
9999900000NON-METRO                                         GSE  H04870000997050127640015429001917450UT055UTAH                      WAYNE                  2024010108670002023
3626000000OGDEN, UT                                         GSE  S05200000832750106625012888001601750UT057UTAH                      WEBER                  2026010106470002022
9999900000NON-METRO                                         GSE  S01200000832750106625012888001601750VA001VIRGINIA                  ACCOMACK               2026010101690002008
1682000000CHARLOTTESVILLE, VA                               GSE  S05200000832750106625012888001601750VA003VIRGINIA                  ALBEMARLE              2026010105200002025
9999900000NON-METRO                                         GSE  S01250000832750106625012888001601750VA005VIRGINIA                  ALLEGHANY              2026010101750002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA007VIRGINIA                  AMELIA                 2026010106150002025
3134000000LYNCHBURG, VA                                     GSE  S03110000832750106625012888001601750VA009VIRGINIA                  AMHERST                2026010103110002025
3134000000LYNCHBURG, VA                                     GSE  S03110000832750106625012888001601750VA011VIRGINIA                  APPOMATTOX             2026010103110002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA013VIRGINIA                  ARLINGTON              2026010111980002025
4442000000STAUNTON-STUARTS DRAFT, VA                        GSE  S03330000832750106625012888001601750VA015VIRGINIA                  AUGUSTA                2026010103330002025
9999900000NON-METRO                                         GSE  S01400000832750106625012888001601750VA017VIRGINIA                  BATH                   2026010101400002025
3134000000LYNCHBURG, VA                                     GSE  S03110000832750106625012888001601750VA019VIRGINIA                  BEDFORD                2026010103110002025
9999900000NON-METRO                                         GSE  S01050000832750106625012888001601750VA021VIRGINIA                  BLAND                  2026010101460002019
4022000000ROANOKE, VA                                       GSE  S03150000832750106625012888001601750VA023VIRGINIA                  BOTETOURT              2026010103150002025
9999900000NON-METRO                                         GSE  S02300000832750106625012888001601750VA025VIRGINIA                  BRUNSWICK              2026010102300002025
9999900000NON-METRO                                         GSE  S00700000832750106625012888001601750VA027VIRGINIA                  BUCHANAN               2026010101090002008
9999900000NON-METRO                                         GSE  S02610000832750106625012888001601750VA029VIRGINIA                  BUCKINGHAM             2026010102610002025
3134000000LYNCHBURG, VA                                     GSE  S03110000832750106625012888001601750VA031VIRGINIA                  CAMPBELL               2026010103110002025
9999900000NON-METRO                                         GSE  S03400000832750106625012888001601750VA033VIRGINIA                  CAROLINE               2026010104660002008
9999900000NON-METRO                                         GSE  S02000000832750106625012888001601750VA035VIRGINIA                  CARROLL                2026010102000002025
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA036VIRGINIA                  CHARLES CITY           2026010106150002025
9999900000NON-METRO                                         GSE  S01080000832750106625012888001601750VA037VIRGINIA                  CHARLOTTE              2026010101240002008
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA041VIRGINIA                  CHESTERFIELD           2026010106150002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA043VIRGINIA                  CLARKE                 2026010111980002025
4022000000ROANOKE, VA                                       GSE  S03150000832750106625012888001601750VA045VIRGINIA                  CRAIG                  2026010103150002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA047VIRGINIA                  CULPEPER               2026010111980002025
9999900000NON-METRO                                         GSE  S03000000832750106625012888001601750VA049VIRGINIA                  CUMBERLAND             2026010104660002008
9999900000NON-METRO                                         GSE  S00550000832750106625012888001601750VA051VIRGINIA                  DICKENSON              2026010100900002008
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA053VIRGINIA                  DINWIDDIE              2026010106150002025
9999900000NON-METRO                                         GSE  S02900000832750106625012888001601750VA057VIRGINIA                  ESSEX                  2026010102900002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA059VIRGINIA                  FAIRFAX                2026010111980002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA061VIRGINIA                  FAUQUIER               2026010111980002025
1398000000BLACKSBURG-CHRISTIANSBURG-RADFORD, VA             GSE  S03450000832750106625012888001601750VA063VIRGINIA                  FLOYD                  2026010103450002025
1682000000CHARLOTTESVILLE, VA                               GSE  S05200000832750106625012888001601750VA065VIRGINIA                  FLUVANNA               2026010105200002025
4022000000ROANOKE, VA                                       GSE  S03150000832750106625012888001601750VA067VIRGINIA                  FRANKLIN               2026010103150002025
4902000000WINCHESTER, VA-WV                                 GSE  S04200000832750106625012888001601750VA069VIRGINIA                  FREDERICK              2026010104200002025
1398000000BLACKSBURG-CHRISTIANSBURG-RADFORD, VA             GSE  S03450000832750106625012888001601750VA071VIRGINIA                  GILES                  2026010103450002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA073VIRGINIA                  GLOUCESTER             2026010106590002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA075VIRGINIA                  GOOCHLAND              2026010106150002025
9999900000NON-METRO                                         GSE  S01500000832750106625012888001601750VA077VIRGINIA                  GRAYSON                2026010101500002025
1682000000CHARLOTTESVILLE, VA                               GSE  S05200000832750106625012888001601750VA079VIRGINIA                  GREENE                 2026010105200002025
9999900000NON-METRO                                         GSE  S02170000832750106625012888001601750VA081VIRGINIA                  GREENSVILLE            2026010102170002025
9999900000NON-METRO                                         GSE  S00960000832750106625012888001601750VA083VIRGINIA                  HALIFAX                2026010101270002008
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA085VIRGINIA                  HANOVER                2026010106150002025
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA087VIRGINIA                  HENRICO                2026010106150002025
3230000000MARTINSVILLE, VA                                  GSE  S01200000832750106625012888001601750VA089VIRGINIA                  HENRY                  2026010101340002008
9999900000NON-METRO                                         GSE  S01500000832750106625012888001601750VA091VIRGINIA                  HIGHLAND               2026010102030002008
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA093VIRGINIA                  ISLE OF WIGHT          2026010106590002024
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA095VIRGINIA                  JAMES CITY             2026010106590002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA097VIRGINIA                  KING AND QUEEN         2026010106150002025
9999900000NON-METRO                                         GSE  S04350000832750106625012888001601750VA099VIRGINIA                  KING GEORGE            2026010104500002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA101VIRGINIA                  KING WILLIAM           2026010106150002025
9999900000NON-METRO                                         GSE  S02280000832750106625012888001601750VA103VIRGINIA                  LANCASTER              2026010103850002008
9999900000NON-METRO                                         GSE  S00780000832750106625012888001601750VA105VIRGINIA                  LEE                    2026010100880002008
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA107VIRGINIA                  LOUDOUN                2026010111980002025
9999900000NON-METRO                                         GSE  S03750000832750106625012888001601750VA109VIRGINIA                  LOUISA                 2026010104660002008
9999900000NON-METRO                                         GSE  S01000000832750106625012888001601750VA111VIRGINIA                  LUNENBURG              2026010101140002008
9999900000NON-METRO                                         GSE  H03250001209750154897518722252326875VA113VIRGINIA                  MADISON                2025010111300002024
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA115VIRGINIA                  MATHEWS                2026010106590002024
9999900000NON-METRO                                         GSE  S01400000832750106625012888001601750VA117VIRGINIA                  MECKLENBURG            2026010101590002008
9999900000NON-METRO                                         GSE  S03650000832750106625012888001601750VA119VIRGINIA                  MIDDLESEX              2026010103670002024
1398000000BLACKSBURG-CHRISTIANSBURG-RADFORD, VA             GSE  S03450000832750106625012888001601750VA121VIRGINIA                  MONTGOMERY             2026010103450002025
1682000000CHARLOTTESVILLE, VA                               GSE  S05200000832750106625012888001601750VA125VIRGINIA                  NELSON                 2026010105200002025
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA127VIRGINIA                  NEW KENT               2026010106150002025
9999900000NON-METRO                                         GSE  S02140000832750106625012888001601750VA131VIRGINIA                  NORTHAMPTON            2026010102550002024
9999900000NON-METRO                                         GSE  S02700000832750106625012888001601750VA133VIRGINIA                  NORTHUMBERLAND         2026010102920002020
9999900000NON-METRO                                         GSE  S01650000832750106625012888001601750VA135VIRGINIA                  NOTTOWAY               2026010101740002022
2947000000LAKE OF THE WOODS, VA                             GSE  S03900000832750106625012888001601750VA137VIRGINIA                  ORANGE                 2026010103900002025
9999900000NON-METRO                                         GSE  S02620000832750106625012888001601750VA139VIRGINIA                  PAGE                   2026010102620002025
9999900000NON-METRO                                         GSE  S01830000832750106625012888001601750VA141VIRGINIA                  PATRICK                2026010101840002024
1926000000DANVILLE, VA                                      GSE  S01190000832750106625012888001601750VA143VIRGINIA                  PITTSYLVANIA           2026010101620002021
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA145VIRGINIA                  POWHATAN               2026010106150002025
9999900000NON-METRO                                         GSE  S02150000832750106625012888001601750VA147VIRGINIA                  PRINCE EDWARD          2026010102150002025
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA149VIRGINIA                  PRINCE GEORGE          2026010106150002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA153VIRGINIA                  PRINCE WILLIAM         2026010111980002025
1398000000BLACKSBURG-CHRISTIANSBURG-RADFORD, VA             GSE  S03450000832750106625012888001601750VA155VIRGINIA                  PULASKI                2026010103450002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA157VIRGINIA                  RAPPAHANNOCK           2026010111980002025
9999900000NON-METRO                                         GSE  S02150000832750106625012888001601750VA159VIRGINIA                  RICHMOND               2026010102150002025
4022000000ROANOKE, VA                                       GSE  S03150000832750106625012888001601750VA161VIRGINIA                  ROANOKE                2026010103150002025
9999900000NON-METRO                                         GSE  S03260000832750106625012888001601750VA163VIRGINIA                  ROCKBRIDGE             2026010103280002024
2550000000HARRISONBURG, VA                                  GSE  S03500000832750106625012888001601750VA165VIRGINIA                  ROCKINGHAM             2026010104010002024
9999900000NON-METRO                                         GSE  S00970000832750106625012888001601750VA167VIRGINIA                  RUSSELL                2026010101190002008
2870000000KINGSPORT-BRISTOL, TN-VA                          GSE  S02540000832750106625012888001601750VA169VIRGINIA                  SCOTT                  2026010102540002025
9999900000NON-METRO                                         GSE  S02890000832750106625012888001601750VA171VIRGINIA                  SHENANDOAH             2026010103000002024
9999900000NON-METRO                                         GSE  S01400000832750106625012888001601750VA173VIRGINIA                  SMYTH                  2026010101400002025
9999900000NON-METRO                                         GSE  S02850000832750106625012888001601750VA175VIRGINIA                  SOUTHAMPTON            2026010106590002024
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA177VIRGINIA                  SPOTSYLVANIA           2026010111980002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA179VIRGINIA                  STAFFORD               2026010111980002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA181VIRGINIA                  SURRY                  2026010106300002025
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA183VIRGINIA                  SUSSEX                 2026010106150002025
1414000000BLUEFIELD, WV-VA                                  GSE  S01250000832750106625012888001601750VA185VIRGINIA                  TAZEWELL               2026010101460002019
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA187VIRGINIA                  WARREN                 2026010111980002025
2870000000KINGSPORT-BRISTOL, TN-VA                          GSE  S02540000832750106625012888001601750VA191VIRGINIA                  WASHINGTON             2026010102540002025
9999900000NON-METRO                                         GSE  S02750000832750106625012888001601750VA193VIRGINIA                  WESTMORELAND           2026010102750002025
9999900000NON-METRO                                         GSE  S00800000832750106625012888001601750VA195VIRGINIA                  WISE                   2026010101660002024
9999900000NON-METRO                                         GSE  S01950000832750106625012888001601750VA197VIRGINIA                  WYTHE                  2026010101950002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA199VIRGINIA                  YORK                   2026010106590002024
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA510VIRGINIA                  ALEXANDRIA CITY        2026010111980002025
2870000000KINGSPORT-BRISTOL, TN-VA                          GSE  S02540000832750106625012888001601750VA520VIRGINIA                  BRISTOL CITY           2026010102540002025
9999900000NON-METRO                                         GSE  S01780000832750106625012888001601750VA530VIRGINIA                  BUENA VISTA CIT        2026010101780002025
1682000000CHARLOTTESVILLE, VA                               GSE  S05200000832750106625012888001601750VA540VIRGINIA                  CHARLOTTESVILLE        2026010105200002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA550VIRGINIA                  CHESAPEAKE CITY        2026010106590002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA570VIRGINIA                  COLONIAL HEIGHT        2026010106150002025
9999900000NON-METRO                                         GSE  S00730000832750106625012888001601750VA580VIRGINIA                  COVINGTON CITY         2026010101140002024
1926000000DANVILLE, VA                                      GSE  S01190000832750106625012888001601750VA590VIRGINIA                  DANVILLE CITY          2026010101620002021
9999900000NON-METRO                                         GSE  S01790000832750106625012888001601750VA595VIRGINIA                  EMPORIA CITY           2026010102110002022
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA600VIRGINIA                  FAIRFAX CITY           2026010111980002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA610VIRGINIA                  FALLS CHURCH CI        2026010111980002025
9999900000NON-METRO                                         GSE  S02550000832750106625012888001601750VA620VIRGINIA                  FRANKLIN CITY          2026010106590002024
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA630VIRGINIA                  FREDERICKSBURG         2026010111980002025
9999900000NON-METRO                                         GSE  S01730000832750106625012888001601750VA640VIRGINIA                  GALAX CITY             2026010102080002024
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA650VIRGINIA                  HAMPTON CITY           2026010106590002024
2550000000HARRISONBURG, VA                                  GSE  S03500000832750106625012888001601750VA660VIRGINIA                  HARRISONBURG CI        2026010104010002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA670VIRGINIA                  HOPEWELL CITY          2026010106150002025
9999900000NON-METRO                                         GSE  S03490000832750106625012888001601750VA678VIRGINIA                  LEXINGTON CITY         2026010104030002023
3134000000LYNCHBURG, VA                                     GSE  S03110000832750106625012888001601750VA680VIRGINIA                  LYNCHBURG CITY         2026010103110002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA683VIRGINIA                  MANASSAS CITY          2026010111980002025
4790011694WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV      GSE  H11980001249125159937519332002402625VA685VIRGINIA                  MANASSAS PARK C        2026010111980002025
3230000000MARTINSVILLE, VA                                  GSE  S01200000832750106625012888001601750VA690VIRGINIA                  MARTINSVILLE CI        2026010101340002008
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA700VIRGINIA                  NEWPORT NEWS CI        2026010106590002024
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA710VIRGINIA                  NORFOLK CITY           2026010106590002024
9999900000NON-METRO                                         GSE  S01290000832750106625012888001601750VA720VIRGINIA                  NORTON CITY            2026010101660002024
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA730VIRGINIA                  PETERSBURG CITY        2026010106150002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA735VIRGINIA                  POQUOSON CITY          2026010106590002024
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA740VIRGINIA                  PORTSMOUTH CITY        2026010106590002024
1398000000BLACKSBURG-CHRISTIANSBURG-RADFORD, VA             GSE  S03450000832750106625012888001601750VA750VIRGINIA                  RADFORD CITY           2026010103450002025
4006000000RICHMOND, VA                                      GSE  S06150000832750106625012888001601750VA760VIRGINIA                  RICHMOND CITY          2026010106150002025
4022000000ROANOKE, VA                                       GSE  S03150000832750106625012888001601750VA770VIRGINIA                  ROANOKE CITY           2026010103150002025
4022000000ROANOKE, VA                                       GSE  S03150000832750106625012888001601750VA775VIRGINIA                  SALEM CITY             2026010103150002025
4442000000STAUNTON-STUARTS DRAFT, VA                        GSE  S03330000832750106625012888001601750VA790VIRGINIA                  STAUNTON CITY          2026010103330002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA800VIRGINIA                  SUFFOLK CITY           2026010106590002024
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA810VIRGINIA                  VIRGINIA BEACH         2026010106590002024
4442000000STAUNTON-STUARTS DRAFT, VA                        GSE  S03330000832750106625012888001601750VA820VIRGINIA                  WAYNESBORO CITY        2026010103330002025
4726000000VIRGINIA BEACH-CHESAPEAKE-NORFOLK, VA-NC          GSE  S06300000832750106625012888001601750VA830VIRGINIA                  WILLIAMSBURG CI        2026010106590002024
4902000000WINCHESTER, VA-WV                                 GSE  S04200000832750106625012888001601750VA840VIRGINIA                  WINCHESTER CITY        2026010104200002025
9999900000NON-METRO                                         GSE  S04080001249125159937519332002402625VI010VIRGIN ISLANDS            ST. CROIX ISLAN        2026010104080002025
9999900000NON-METRO                                         GSE  S09750001249125159937519332002402625VI020VIRGIN ISLANDS            ST. JOHN ISLAND        2026010109750002025
9999900000NON-METRO                                         GSE  S05890001249125159937519332002402625VI030VIRGIN ISLANDS            ST. THOMAS ISLA        2026010105890002025
9999900000NON-METRO                                         GSE  S03450000832750106625012888001601750VT001VERMONT                   ADDISON                2026010103450002025
1354000000BENNINGTON, VT                                    GSE  S02900000832750106625012888001601750VT003VERMONT                   BENNINGTON             2026010103200002024
9999900000NON-METRO                                         GSE  S02290000832750106625012888001601750VT005VERMONT                   CALEDONIA              2026010102290002025
1554000000BURLINGTON-SOUTH BURLINGTON, VT                   GSE  S04990000832750106625012888001601750VT007VERMONT                   CHITTENDEN             2026010105000002024
9999900000NON-METRO                                         GSE  S01400000832750106625012888001601750VT009VERMONT                   ESSEX                  2026010101420002009
1554000000BURLINGTON-SOUTH BURLINGTON, VT                   GSE  S04990000832750106625012888001601750VT011VERMONT                   FRANKLIN               2026010105000002024
